elevation, aspect, slope, horizontal_distance_to_hydrology,vertical_distance_to_hydrology, Horizontal_Distance_To_Roadways, Hillshade_Noon, Hillshade_3pm, Horizontal_Distance_To_Fire_Points,Wilderness_Area,Soil_Type,Cover_Type
2410,9,16,30,0,430,206,140,1290,4,11,6
2065,34,34,108,71,180,147,66,451,4,10,6
2321,259,22,120,51,1261,246,220,404,4,3,6
2270,26,22,42,9,1020,186,111,942,4,5,6
2009,4,38,365,158,342,141,113,912,4,5,6
2453,344,6,418,183,849,230,161,902,4,6,6
1947,353,20,162,56,134,200,154,618,4,3,6
2282,236,31,30,12,1355,249,220,509,4,3,6
2268,39,18,90,21,1116,198,110,755,4,10,6
1992,59,33,323,141,309,153,36,845,4,3,6
2386,249,22,85,14,1224,250,215,853,4,10,6
2099,359,21,30,4,541,196,145,812,4,10,6
2436,330,17,127,21,1383,216,178,469,4,10,6
2517,84,6,67,5,212,229,133,1694,4,6,6
2477,316,14,277,77,840,228,184,175,4,3,6
1949,241,31,60,27,240,247,225,765,4,3,6
2344,276,5,192,63,1205,241,173,418,4,6,6
2407,203,12,277,63,957,250,170,1490,4,6,6
2418,287,7,216,45,618,240,179,1324,4,10,6
2079,324,32,360,230,330,189,193,908,4,5,6
1939,43,28,108,29,270,167,73,618,4,3,6
2225,312,37,42,29,680,187,213,537,4,10,6
2446,329,20,277,68,741,212,181,510,4,10,6
2312,97,26,210,65,1100,194,55,751,4,3,6
2302,207,30,60,47,1731,250,183,955,4,3,6
2395,352,12,216,103,1146,219,158,1132,4,10,6
2435,3,5,376,89,1230,231,155,752,4,6,6
2385,325,23,127,42,1340,209,188,553,4,10,6
2282,310,25,162,48,1560,214,206,742,4,6,6
2344,70,22,153,74,680,191,74,878,4,3,6
2519,347,8,190,36,120,228,160,1775,4,6,6
2328,353,22,335,125,949,195,153,1236,4,10,6
2456,271,11,503,186,940,244,191,518,4,3,6
2273,322,31,201,109,1308,191,197,780,4,10,6
2295,300,34,153,85,916,203,226,685,4,5,6
2459,116,16,382,103,787,223,100,1365,4,6,6
2306,70,14,127,58,860,211,105,1080,4,11,6
2397,270,31,67,25,1387,233,237,680,4,10,6
2066,36,22,190,98,192,185,99,430,4,4,6
2259,314,18,60,12,1195,223,193,741,4,10,6
2451,225,12,485,181,977,251,184,543,4,3,6
2179,310,34,120,84,633,196,214,900,4,10,6
1929,6,29,210,78,180,170,125,780,4,5,6
2381,325,21,335,98,1110,212,187,1050,4,10,6
2346,346,18,150,26,1544,209,163,607,4,10,6
2124,114,24,240,72,300,209,70,371,4,3,6
2417,346,20,255,81,886,203,163,636,4,10,6
2345,332,22,350,39,1032,206,180,1291,4,10,6
2118,51,32,30,23,547,155,49,819,4,10,6
2137,1,20,150,33,258,197,145,708,4,10,6
2259,293,16,153,48,1262,235,201,703,4,10,6
2314,304,19,295,163,1282,226,202,875,4,10,6
2384,307,21,124,31,1215,222,203,664,4,10,6
2130,346,33,313,-50,774,167,155,755,4,10,6
1895,21,16,42,5,180,205,130,716,4,3,6
2398,198,10,256,54,914,249,166,1530,4,6,6
2419,299,6,258,46,624,238,175,1302,4,10,6
2133,36,25,0,0,324,175,89,865,4,10,6
2395,325,20,170,86,769,214,185,641,4,10,6
2346,323,21,67,23,1350,214,188,247,4,16,6
2305,44,14,218,58,1218,208,117,631,4,10,6
2333,319,19,210,89,1006,219,190,926,4,10,6
2509,23,7,30,-2,283,225,145,1661,4,6,6
2424,60,18,90,40,426,199,94,488,4,10,6
2169,13,31,331,-11,834,160,108,794,4,10,6
2295,21,27,300,114,933,173,105,793,4,10,6
2114,4,32,256,50,513,161,123,1015,4,5,6
2464,167,17,366,194,1129,244,138,577,4,3,6
2066,319,27,408,2,390,203,198,997,4,5,6
2454,7,14,42,7,313,211,145,1230,4,11,6
2383,295,20,134,70,1087,230,210,1521,4,10,6
2202,357,30,300,21,850,173,140,779,4,10,6
2442,344,19,90,18,323,207,165,1201,4,11,6
2260,333,28,30,22,1544,192,179,691,4,6,6
2333,315,9,190,50,1154,233,176,997,4,11,6
2191,68,26,212,96,551,179,59,808,4,3,6
2239,28,18,420,118,495,198,118,201,4,3,6
2402,4,25,175,86,870,184,135,1006,4,10,6
2209,9,31,60,29,1622,161,115,212,4,10,6
2330,63,25,60,24,912,180,65,967,4,10,6
2337,129,3,153,54,1167,237,147,1034,4,11,6
2495,258,16,551,286,979,248,204,700,4,3,6
2427,116,20,300,86,636,217,87,1406,4,3,6
2189,46,36,67,25,430,138,39,967,4,10,6
2417,333,22,192,63,698,205,178,1259,4,10,6
2495,16,19,301,67,732,198,130,446,4,10,6
2071,313,20,42,12,552,221,196,722,4,10,6
2522,34,14,240,94,700,210,125,391,4,6,6
2254,330,19,108,38,1500,213,180,365,4,10,6
2287,247,29,42,19,1485,246,227,658,4,3,6
2259,301,24,85,24,1470,222,212,655,4,6,6
2302,343,24,258,102,1172,196,166,828,4,10,6
2104,315,29,108,54,510,203,204,700,4,10,6
2251,125,19,108,39,1517,224,97,417,4,10,6
2333,340,26,324,125,1106,193,170,892,4,10,6
2134,64,30,234,88,295,165,46,402,4,10,6
2380,35,19,242,110,787,194,108,930,4,6,6
2175,321,25,60,27,720,206,194,990,4,10,6
2410,275,18,361,32,1050,241,210,134,4,10,6
2340,317,21,240,93,993,217,194,939,4,10,6
2142,30,30,108,47,192,162,85,636,4,10,6
2403,350,29,162,80,859,178,152,1015,4,10,6
2389,35,24,228,119,793,181,96,812,4,10,6
2358,266,22,85,25,1224,243,220,890,4,10,6
2293,277,28,30,11,1383,232,231,779,4,17,6
2353,277,24,228,83,1170,237,223,277,4,10,6
2424,322,21,201,59,1050,213,190,845,4,10,6
2427,353,18,170,6,1120,207,156,150,4,6,6
2452,344,17,228,42,408,211,164,1150,4,10,6
2330,111,18,30,9,1072,217,90,1374,4,5,6
2491,344,20,150,60,1150,206,165,379,4,10,6
2276,334,27,60,32,931,193,178,1201,4,10,6
2194,332,26,240,71,636,197,181,175,4,10,6
1941,39,31,190,86,180,158,68,900,4,5,6
2307,344,20,268,114,942,204,164,1230,4,10,6
2271,343,15,42,12,1290,215,165,579,4,10,6
2417,265,10,201,46,638,245,190,1354,4,10,6
2205,349,23,150,69,480,196,158,342,4,10,6
1949,39,30,150,70,182,160,70,618,4,3,6
2242,44,14,454,112,607,208,117,85,4,3,6
2311,36,18,60,17,201,196,110,1073,4,10,6
2406,41,21,67,31,470,190,99,553,4,10,6
2077,322,22,30,14,671,212,191,850,4,14,6
2429,13,20,247,86,671,196,131,579,4,6,6
2384,335,18,228,106,1173,213,174,1091,4,10,6
2302,336,24,42,18,1587,200,174,612,4,10,6
2048,322,30,60,33,270,193,195,384,4,10,6
2365,317,21,67,26,787,217,194,1130,4,10,6
2308,295,15,67,5,1470,235,197,513,4,10,6
2295,309,23,60,23,1159,218,205,713,4,10,6
2294,324,23,150,61,1127,209,189,805,4,10,6
2081,58,33,124,0,216,152,37,488,4,10,6
2126,353,16,30,9,1224,210,157,511,4,14,6
2389,200,27,218,119,1184,251,172,457,4,3,6
2476,68,9,0,0,371,221,124,1507,4,16,6
2384,287,18,301,114,1080,236,207,285,4,10,6
2472,56,18,552,131,812,198,95,1448,4,6,6
2446,76,21,469,105,726,196,75,1401,4,10,6
2311,315,11,30,5,1215,231,181,1396,4,10,6
2379,266,30,85,26,1440,236,235,649,4,10,6
2379,326,30,108,46,825,191,190,1048,4,10,6
2227,68,11,255,127,408,218,117,391,4,3,6
2252,137,15,108,44,1549,233,116,404,4,10,6
2156,298,25,134,68,872,222,217,859,4,10,6
2432,52,17,300,74,900,201,102,1209,4,6,6
2386,303,20,212,120,1452,226,204,793,4,3,6
2414,73,20,153,56,706,198,81,1443,4,6,6
2223,33,29,376,165,815,165,83,872,4,10,6
2289,24,18,331,91,870,198,122,872,4,6,6
2334,113,8,150,51,1194,232,129,1044,4,11,6
2179,19,25,212,15,484,179,112,886,4,10,6
2409,338,15,240,59,828,217,170,1550,4,11,6
2091,29,25,60,10,201,176,99,492,4,10,6
2281,295,32,247,176,752,213,228,1061,4,10,6
2379,315,11,30,8,659,231,180,1478,4,11,6
2152,60,31,190,101,256,159,42,424,4,4,6
2450,348,20,42,14,564,204,160,1302,4,10,6
2135,2,24,306,71,421,186,138,994,4,5,6
2433,4,8,382,85,1273,225,153,711,4,6,6
2463,319,14,120,25,1110,226,183,256,4,10,6
2437,39,3,319,82,1146,232,149,815,4,6,6
2193,357,30,67,12,636,171,139,532,4,10,6
2076,321,33,85,44,400,189,199,553,4,10,6
2395,95,16,443,65,601,215,96,1273,4,10,6
2468,2,16,85,12,283,208,148,1187,4,11,6
2094,21,25,361,245,335,178,110,902,4,5,6
2292,357,21,228,70,960,198,148,1231,4,10,6
2370,72,11,30,6,698,218,116,1535,4,5,6
2434,340,20,319,98,819,207,170,573,4,10,6
2228,95,15,30,9,1396,217,100,537,4,3,6
2162,354,28,85,33,1326,179,146,454,4,10,6
2530,353,10,270,102,658,222,158,350,4,6,6
2294,352,19,175,46,808,204,156,1060,4,11,6
2250,105,11,42,3,1213,226,115,677,4,3,6
2158,310,29,201,88,658,207,210,882,4,10,6
2157,34,22,85,10,295,187,103,649,4,10,6
2087,29,19,210,29,752,195,115,892,4,10,6
2338,321,19,150,72,1142,218,189,713,4,10,6
2382,358,34,272,112,779,158,131,641,4,10,6
2208,326,21,67,26,1419,212,185,624,4,10,6
2496,336,18,153,65,1213,212,173,430,4,6,6
2313,330,26,30,19,990,198,183,924,4,10,6
2487,338,14,458,75,474,220,169,1006,4,6,6
2378,336,21,134,52,1380,205,174,309,4,10,6
2487,324,15,60,14,616,223,181,1319,4,10,6
1997,350,18,175,55,510,208,158,674,4,10,6
2406,326,18,0,0,1283,217,183,324,4,10,6
2430,74,20,474,94,693,199,82,1358,4,10,6
2485,113,10,67,8,492,229,120,1328,4,6,6
2418,327,26,330,170,819,200,188,1114,4,10,6
2412,315,4,371,68,983,236,166,1422,4,11,6
2410,108,13,216,54,750,224,109,1298,4,3,6
2105,32,25,361,41,365,178,97,932,4,5,6
2306,48,27,60,35,1001,169,69,878,4,10,6
2421,295,20,212,61,1134,231,208,771,4,10,6
2281,51,18,150,34,1263,197,99,603,4,3,6
2422,110,15,256,66,800,222,103,1237,4,3,6
2367,341,22,256,61,1134,201,169,1350,4,10,6
2429,117,14,285,73,830,227,110,1218,4,3,6
2519,347,11,150,36,162,223,161,1705,4,10,6
2465,86,15,300,67,690,213,98,1345,4,6,6
2244,16,13,424,123,553,213,140,150,4,10,6
2357,12,18,234,82,1230,200,134,268,4,10,6
2008,36,20,30,13,300,193,106,402,4,3,6
2307,332,22,268,85,990,207,179,1260,4,10,6
2309,13,33,201,69,604,153,104,480,4,10,6
2462,349,10,268,11,933,223,160,1012,4,6,6
2340,29,7,150,92,1073,224,142,1041,4,11,6
2373,108,20,85,29,598,214,84,1379,4,3,6
2400,46,24,170,12,824,180,83,1024,4,10,6
2456,4,19,124,37,324,199,142,1170,4,10,6
2284,292,21,268,102,1243,231,213,834,4,10,6
2444,32,13,42,5,331,211,128,1248,4,11,6
2309,263,19,60,10,1230,246,212,1310,4,10,6
2448,60,20,272,90,781,194,87,1296,4,6,6
2505,7,18,300,77,708,201,140,418,4,10,6
2411,286,21,255,5,1082,234,215,90,4,10,6
1975,7,21,30,15,365,193,135,566,4,10,6
2410,354,12,127,26,531,219,157,1302,4,11,6
2197,36,27,85,12,376,169,83,671,4,10,6
2181,351,33,67,27,1482,166,147,323,4,10,6
2465,319,21,228,13,642,215,192,1310,4,10,6
2133,292,26,150,70,642,225,221,853,4,10,6
2461,44,16,553,117,810,202,110,1410,4,6,6
2402,58,18,30,10,458,198,94,446,4,10,6
1929,33,27,175,78,162,170,88,700,4,5,6
2437,333,17,255,69,1087,216,175,830,4,10,6
2143,324,36,124,76,547,176,195,812,4,10,6
2137,16,31,192,101,510,159,103,750,4,10,6
2352,44,30,180,82,725,160,65,721,4,10,6
2252,70,28,67,36,541,173,49,969,4,3,6
2443,322,18,309,120,1535,218,187,420,4,6,6
2465,12,19,162,46,319,197,133,1140,4,10,6
2243,118,19,108,49,1552,220,92,426,4,3,6
2415,230,14,342,145,1071,252,190,454,4,3,6
2314,306,12,90,30,1543,233,188,633,4,10,6
2429,314,14,190,51,713,228,186,518,4,10,6
2434,306,18,150,56,646,226,199,466,4,10,6
2377,341,21,379,107,891,203,168,1080,4,10,6
2515,123,5,42,3,277,236,142,1627,4,6,6
2519,30,8,201,36,120,223,141,1790,4,5,6
2379,324,23,60,19,700,209,190,1195,4,10,6
2193,29,24,192,29,488,179,101,914,4,10,6
2353,346,17,127,42,1296,210,163,300,4,10,6
2028,334,24,60,30,297,200,178,513,4,10,6
2120,13,16,60,-4,516,206,137,362,4,10,6
2321,249,18,60,15,1277,250,206,1387,4,10,6
2382,317,17,108,27,1173,223,189,702,4,10,6
2295,339,12,30,5,1053,223,167,819,4,14,6
2065,324,19,30,15,541,216,186,703,4,10,6
2495,349,17,458,68,371,209,159,924,4,6,6
2371,313,9,300,155,765,234,177,1031,4,6,6
2455,12,17,361,71,552,203,136,1158,4,10,6
2140,13,25,297,76,514,179,121,953,4,5,6
2348,22,26,30,12,1101,175,107,825,4,10,6
2490,355,14,218,52,1024,215,155,300,4,6,6
2438,3,15,511,94,845,211,148,1381,4,10,6
2375,324,22,108,35,1365,211,187,524,4,10,6
2259,26,27,95,-10,511,171,98,787,4,10,6
1917,357,24,180,66,150,190,146,752,4,3,6
2284,309,20,90,53,1604,223,199,751,4,3,6
2527,40,4,210,44,108,231,147,1758,4,6,6
2453,325,15,150,19,256,223,180,1144,4,10,6
2445,22,18,234,53,474,199,125,1189,4,10,6
2234,46,20,391,108,631,191,96,30,4,3,6
2496,5,15,170,9,532,210,146,1399,4,6,6
2379,348,18,190,101,1206,209,161,1101,4,10,6
2258,360,34,192,86,872,157,129,1140,4,10,6
2362,323,10,376,152,1140,230,175,612,4,6,6
2009,309,18,30,11,255,225,197,474,4,10,6
2330,344,4,0,0,1351,233,160,242,4,6,6
2395,275,26,127,42,1482,235,228,607,4,10,6
2101,316,20,90,31,674,219,194,870,4,10,6
2357,126,20,108,21,510,222,92,1399,4,3,6
1980,4,37,300,129,270,145,115,872,4,5,6
2426,358,17,242,21,781,207,150,1071,4,10,6
1979,33,21,67,19,400,188,105,577,4,10,6
2184,24,18,150,89,309,198,122,537,4,10,6
2228,11,33,124,44,510,156,109,466,4,10,6
2301,292,15,90,10,1442,236,199,720,4,10,6
2380,323,19,256,97,1172,216,187,1065,4,10,6
2070,87,25,120,20,180,190,57,495,4,10,6
2459,265,22,190,44,524,243,221,306,4,10,6
2353,347,13,175,51,1283,218,162,390,4,6,6
2324,301,24,339,150,1233,222,212,907,4,10,6
2289,264,19,95,56,1290,245,214,497,4,3,6
2353,314,15,0,0,1357,227,188,732,4,10,6
2239,354,22,351,103,626,195,151,153,4,10,6
1999,299,6,150,77,210,238,175,853,4,3,6
2223,340,24,210,86,1084,197,170,782,4,10,6
2553,272,13,335,126,1142,244,197,603,4,6,6
2393,222,21,201,127,1405,254,195,726,4,3,6
2021,31,22,277,71,600,186,105,706,4,10,6
2295,29,20,90,32,1050,191,111,875,4,5,6
2326,339,28,67,18,969,188,171,902,4,10,6
2425,317,24,108,3,824,210,198,1048,4,10,6
2079,68,31,150,27,210,162,36,485,4,10,6
2444,23,27,120,69,979,173,103,674,4,10,6
2453,278,8,124,3,924,242,184,175,4,3,6
1921,308,31,175,64,150,204,215,792,4,5,6
2241,293,30,210,152,706,217,228,967,4,10,6
2457,100,13,234,59,631,222,110,1410,4,6,6
2015,44,35,331,148,313,141,45,938,4,5,6
2416,1,15,150,32,509,210,149,1273,4,11,6
2440,257,20,150,34,532,247,214,351,4,10,6
2329,8,19,270,23,1082,198,137,1353,4,10,6
2419,40,11,592,87,700,216,128,1242,4,6,6
2249,269,19,30,9,1617,243,213,990,4,3,6
2453,287,19,351,88,741,235,210,1366,4,10,6
2466,29,18,524,122,840,198,118,1434,4,6,6
2076,27,24,30,5,175,180,105,516,4,15,6
2331,305,6,216,121,1008,237,172,661,4,5,6
2450,45,5,323,85,1040,228,142,912,4,6,6
2041,59,28,30,19,339,170,57,342,4,3,6
2416,52,8,607,84,706,223,132,1224,4,6,6
2339,60,23,30,14,977,185,75,1398,4,5,6
2445,338,19,85,16,618,209,172,1248,4,10,6
2344,35,29,212,74,679,163,80,947,4,10,6
2226,121,25,67,32,1518,211,71,469,4,3,6
2318,303,25,210,108,900,218,212,767,4,6,6
2507,108,6,60,9,382,233,136,1521,4,6,6
2245,287,37,190,114,789,208,240,1054,4,10,6
2355,324,30,85,44,819,192,193,760,4,10,6
2370,275,24,180,64,1248,237,225,1430,4,10,6
2006,58,20,60,21,242,195,89,408,4,3,6
2410,305,11,300,71,1445,234,186,577,4,10,6
2416,289,19,309,80,1487,234,210,553,4,10,6
2434,312,17,182,56,684,226,192,488,4,10,6
2210,336,16,301,115,600,217,172,845,4,10,6
2483,345,11,443,71,446,223,163,997,4,6,6
2464,225,11,458,108,836,250,181,1276,4,6,6
2345,312,24,309,117,1015,214,203,932,4,10,6
2145,310,15,30,8,1211,228,191,603,4,10,6
2119,3,27,256,99,534,178,133,752,4,10,6
2390,313,11,60,17,624,232,181,1421,4,11,6
2294,9,32,175,98,711,160,115,509,4,6,6
2319,239,23,90,25,949,252,213,997,4,10,6
2511,322,17,124,35,324,221,185,1543,4,10,6
2385,302,20,90,41,900,226,205,1608,4,10,6
2458,98,7,488,102,706,230,130,1101,4,6,6
2415,278,11,175,51,700,242,192,1442,4,11,6
2277,331,20,30,11,1215,210,180,658,4,14,6
2422,351,14,0,0,726,215,159,1140,4,16,6
2503,351,18,192,72,1124,207,158,400,4,10,6
2308,11,32,153,38,664,157,110,630,4,10,6
2243,263,20,30,12,1380,245,217,560,4,17,6
2367,290,5,361,104,1158,239,172,618,4,6,6
2016,40,28,150,40,470,168,78,560,4,10,6
2457,311,14,90,19,1140,229,188,268,4,10,6
2386,320,21,242,80,1172,215,191,1353,4,10,6
2447,18,10,0,0,351,219,143,1266,4,6,6
2072,350,31,350,-108,726,173,150,750,4,10,6
2228,16,35,85,32,649,145,94,474,4,10,6
2248,302,16,60,6,1640,232,196,794,4,17,6
2486,29,6,153,34,558,227,145,1387,4,6,6
2456,311,22,400,22,794,218,202,1182,4,10,6
2462,275,18,150,60,1401,241,211,576,4,10,6
2068,324,33,60,46,424,187,195,424,4,10,6
2429,324,17,306,79,830,220,183,1509,4,10,6
2218,316,34,210,145,648,189,206,908,4,10,6
2388,315,23,127,40,1298,214,199,589,4,10,6
1990,11,36,212,141,190,143,101,752,4,5,6
2237,77,11,30,6,1342,220,117,579,4,3,6
2496,48,7,30,3,509,225,137,1387,4,6,6
2392,20,11,458,125,525,217,140,960,4,3,6
1999,314,29,240,150,210,203,205,808,4,5,6
2323,110,22,95,40,1142,209,73,1092,4,4,6
2273,205,31,30,18,1689,249,179,957,4,3,6
2256,250,31,42,23,1290,244,232,474,4,3,6
2308,328,27,60,37,1026,197,187,902,4,10,6
2311,326,26,120,61,1050,201,189,892,4,10,6
2409,283,18,42,3,1248,238,210,283,4,10,6
2142,359,22,120,13,582,193,145,295,4,10,6
2354,238,21,170,93,1546,252,208,865,4,3,6
2435,340,23,201,56,618,199,169,1307,4,10,6
2190,27,20,60,26,1341,191,113,495,4,10,6
2467,342,20,234,-8,607,207,168,1383,4,10,6
2355,344,4,301,159,872,233,160,661,4,6,6
1925,18,23,124,66,182,186,119,685,4,3,6
2130,275,29,255,49,400,231,234,774,4,10,6
2375,329,13,67,7,1142,223,175,725,4,10,6
2306,26,24,108,43,1140,181,106,832,4,5,6
2307,67,18,175,13,270,201,91,1040,4,3,6
2457,76,6,484,101,700,229,136,1075,4,6,6
2478,359,11,417,66,457,220,154,1026,4,6,6
2313,320,24,67,24,1113,208,195,391,4,10,6
1962,69,22,42,2,300,190,72,553,4,3,6
2431,284,20,366,89,1464,236,213,541,4,6,6
2474,125,4,256,40,648,237,145,1307,4,6,6
2340,122,18,85,10,417,222,95,1329,4,3,6
2073,58,20,201,81,216,193,87,443,4,4,6
1998,54,35,301,131,306,145,34,942,4,5,6
2459,33,13,85,12,277,210,126,1194,4,11,6
2409,0,18,300,139,865,205,148,904,4,6,6
2408,294,10,30,2,418,238,186,319,4,10,6
2421,328,9,150,90,342,230,170,680,4,6,6
1872,27,21,108,30,67,190,112,713,4,3,6
2288,243,21,90,55,1320,251,211,524,4,3,6
2390,318,13,67,16,967,228,183,899,4,10,6
2435,272,16,430,35,960,243,206,212,4,10,6
2462,352,15,255,50,391,212,157,1120,4,10,6
2416,356,20,162,37,636,199,150,1273,4,10,6
2344,280,22,150,62,907,237,218,1044,4,10,6
2342,350,16,67,17,1505,210,159,514,4,10,6
2546,269,14,306,119,1172,244,201,607,4,6,6
2288,266,10,30,1,1383,245,188,780,4,17,6
2383,89,20,85,25,845,205,80,1425,4,6,6
2242,7,37,95,39,845,144,109,1116,4,10,6
2353,275,21,210,83,1173,240,217,376,4,3,6
2303,308,10,67,21,1484,234,182,693,4,10,6
2268,306,24,108,38,1500,219,207,684,4,6,6
2331,5,24,0,0,497,187,135,691,4,17,6
2196,282,28,120,78,693,229,229,960,4,10,6
1961,33,33,228,112,201,148,70,722,4,5,6
2482,317,12,60,15,636,230,181,1290,4,10,6
2458,49,9,499,188,914,220,129,1026,4,6,6
2300,328,30,134,90,927,189,187,644,4,10,6
2335,33,23,216,119,691,183,101,1055,4,6,6
2424,54,20,42,16,361,194,92,366,4,10,6
2400,13,16,277,130,841,206,137,902,4,6,6
2411,93,10,631,96,698,225,120,1091,4,6,6
2330,318,13,30,3,1350,228,183,240,4,16,6
2348,86,20,228,76,1027,203,79,819,4,10,6
2474,35,11,467,83,579,215,130,1092,4,6,6
1927,4,36,120,78,95,147,116,666,4,5,6
2284,333,13,30,6,1187,223,172,1233,4,10,6
2338,39,29,216,122,680,165,76,983,4,10,6
2445,106,12,400,89,794,226,114,1148,4,3,6
2354,65,28,108,49,1172,173,53,1262,4,10,6
2224,22,27,424,174,488,173,105,190,4,10,6
2084,25,32,150,92,190,155,87,459,4,10,6
2250,349,28,255,47,674,182,155,926,4,10,6
2318,64,14,60,24,212,210,107,1100,4,10,6
2427,7,16,216,22,782,206,143,1065,4,10,6
2428,332,16,228,50,750,218,176,543,4,10,6
2218,133,24,60,24,1489,219,82,488,4,3,6
2075,340,29,0,0,424,185,169,360,4,10,6
2380,53,12,201,48,418,213,118,1231,4,10,6
2245,317,21,85,33,1530,216,195,335,4,10,6
2358,330,13,350,148,1123,224,175,607,4,6,6
2355,274,27,120,74,1475,235,230,684,4,10,6
2473,20,9,0,0,616,221,143,1282,4,10,6
2407,337,16,421,101,1040,216,171,1173,4,10,6
2114,317,28,0,0,488,203,201,395,4,10,6
2089,308,21,0,0,808,221,203,875,4,14,6
2321,100,19,30,5,516,210,83,564,4,10,6
2273,310,24,218,61,1195,216,204,768,4,10,6
2300,108,20,180,53,1165,214,84,690,4,3,6
2167,3,33,30,14,576,159,123,430,4,10,6
2273,284,23,212,99,1332,233,221,782,4,10,6
2369,285,22,127,27,1320,233,218,335,4,10,6
1942,44,26,247,91,228,175,80,794,4,3,6
2125,359,21,108,21,255,196,145,750,4,10,6
2442,317,19,342,92,834,221,191,1489,4,10,6
2466,278,12,90,15,743,242,195,1167,4,10,6
2387,23,23,216,117,782,185,112,841,4,10,6
2466,315,16,247,14,649,225,190,1292,4,10,6
2374,311,18,124,32,1489,225,195,421,4,10,6
2352,283,27,319,136,792,230,227,1095,4,10,6
2495,79,2,0,0,467,234,148,1461,4,6,6
2315,7,22,180,68,1019,190,134,840,4,10,6
2284,184,39,30,25,1695,233,133,912,4,3,6
2468,30,11,446,84,589,215,133,1120,4,10,6
2442,277,19,450,172,934,240,214,335,4,10,6
2362,321,24,150,56,858,209,193,1101,4,10,6
2149,327,29,190,99,492,193,189,708,4,10,6
2206,6,32,212,25,806,160,119,702,4,10,6
2135,55,26,67,13,351,174,66,949,4,10,6
2449,45,13,67,10,301,211,120,1218,4,11,6
2377,355,20,212,66,1362,200,152,384,4,10,6
1970,10,19,162,79,150,198,135,577,4,3,6
2471,222,6,384,201,1138,246,171,607,4,10,6
2069,325,13,210,11,765,225,178,933,4,3,6
2321,65,18,240,62,1154,201,93,693,4,10,6
2178,86,24,108,24,840,191,59,895,4,5,6
2435,80,18,212,77,696,205,87,1403,4,6,6
2349,13,14,180,66,1296,209,139,1060,4,11,6
2422,300,11,210,78,1015,235,188,1499,4,10,6
2333,95,13,255,18,360,220,108,1092,4,3,6
2392,322,25,150,78,702,206,192,626,4,10,6
2439,297,19,150,61,618,230,206,437,4,10,6
2335,67,30,30,20,443,165,40,582,4,10,6
2397,337,30,150,69,847,183,173,1025,4,10,6
2111,336,30,67,9,488,185,174,450,4,10,6
2412,283,17,108,34,671,239,207,541,4,10,6
2337,356,31,60,21,920,168,140,953,4,10,6
2353,314,27,342,141,1055,207,204,918,4,10,6
2381,325,17,150,76,899,220,182,751,4,10,6
2361,349,18,30,5,760,208,160,1142,4,14,6
2414,90,5,607,108,750,231,137,1215,4,6,6
2202,39,35,180,107,591,141,54,854,4,10,6
2380,319,21,150,57,1410,215,192,323,4,10,6
2299,336,22,175,69,1115,203,175,819,4,10,6
2174,1,35,90,44,466,151,123,382,4,10,6
2459,32,14,283,55,443,210,126,1130,4,10,6
2032,358,25,60,37,391,187,144,474,4,10,6
2172,59,23,124,83,258,184,75,591,4,10,6
2304,250,26,242,64,1710,248,223,895,4,3,6
2233,293,32,283,139,895,215,229,932,4,10,6
2337,306,23,376,148,1173,220,208,942,4,10,6
2399,355,9,216,60,1452,224,157,511,4,10,6
2357,254,22,218,87,1170,248,217,300,4,10,6
2247,306,22,95,40,1565,221,206,313,4,10,6
2494,75,5,0,0,509,230,137,1405,4,10,6
2385,358,24,30,14,1396,187,143,418,4,10,6
2313,353,25,218,117,841,187,150,661,4,6,6
2437,356,15,488,167,1041,212,154,1095,4,6,6
2457,250,6,497,101,769,244,174,1221,4,6,6
2393,331,27,190,74,792,196,183,1167,4,10,6
2393,305,13,85,20,666,233,189,1455,4,11,6
2248,4,24,42,13,1507,186,136,661,4,6,6
2475,191,12,510,110,797,249,162,1301,4,6,6
2502,346,18,175,71,1154,208,163,408,4,10,6
2324,318,19,153,44,1495,220,190,661,4,10,6
2147,358,24,60,20,1284,187,143,481,4,10,6
2290,250,16,228,57,1650,250,204,824,4,3,6
2132,288,18,150,51,192,235,208,722,4,10,6
2077,344,27,330,228,301,188,164,875,4,5,6
2406,335,17,300,62,891,214,174,1530,4,11,6
2137,38,21,218,73,532,190,102,997,4,3,6
2123,59,33,60,28,524,152,36,794,4,10,6
2385,310,14,0,0,1321,230,189,743,4,10,6
